Time,Heart Rate,Steps,Phase
02:02:00,64,0,Inactive
02:03:00,67,0,Inactive
02:04:00,62,0,Inactive
02:05:00,60,0,Inactive
02:06:00,60,0,Inactive
02:07:00,57,0,Inactive
02:08:00,60,0,Inactive
02:09:00,63,0,Inactive
02:10:00,58,0,Inactive
02:11:00,58,0,Inactive
02:12:00,57,0,Inactive
02:13:00,68,0,Inactive
02:14:00,58,0,Inactive
02:15:00,58,0,Inactive
02:16:00,59,0,Inactive
02:17:00,60,0,Inactive
02:18:00,60,0,Inactive
02:19:00,61,0,Inactive
02:20:00,60,0,Inactive
02:21:00,59,0,Inactive
02:22:00,60,0,Inactive
02:23:00,61,0,Inactive
02:24:00,60,0,Inactive
02:25:00,60,0,Inactive
02:26:00,61,0,Inactive
02:27:00,59,0,Inactive
02:28:00,60,0,Inactive
02:29:00,60,0,Inactive
02:30:00,61,0,Inactive
02:31:00,61,0,Inactive
02:32:00,62,0,Inactive
02:33:00,62,0,Inactive
02:34:00,62,0,Inactive
02:35:00,61,0,Inactive
02:36:00,61,0,Inactive
02:37:00,62,0,Inactive
02:38:00,63,0,Inactive
02:39:00,62,0,Inactive
02:40:00,63,0,Inactive
02:41:00,63,0,Inactive
02:42:00,63,0,Inactive
02:43:00,63,0,Inactive
02:44:00,63,0,Inactive
02:45:00,64,0,Inactive
02:46:00,64,0,Inactive
02:47:00,65,0,Inactive
02:48:00,64,0,Inactive
02:49:00,65,0,Inactive
02:50:00,66,0,Inactive
02:51:00,63,0,Inactive
02:52:00,65,0,Inactive
02:53:00,65,0,Inactive
02:54:00,65,0,Inactive
02:55:00,66,0,Inactive
02:56:00,67,0,Inactive
02:57:00,66,0,Inactive
02:58:00,67,0,Inactive
02:59:00,67,0,Inactive
03:00:00,67,0,Inactive
03:01:00,67,0,Inactive
03:02:00,66,0,Inactive
03:03:00,67,0,Inactive
03:04:00,71,0,Inactive
03:05:00,70,0,Inactive
03:06:00,63,0,Inactive
03:07:00,73,0,Inactive
03:08:00,65,0,Inactive
03:09:00,64,0,Inactive
03:10:00,64,0,Inactive
03:11:00,64,0,Inactive
03:12:00,62,0,Inactive
03:13:00,63,0,Inactive
03:14:00,69,0,Inactive
03:15:00,61,0,Inactive
03:16:00,70,0,Inactive
03:17:00,61,0,Inactive
03:18:00,61,0,Inactive
03:19:00,59,0,Inactive
03:20:00,61,0,Inactive
03:21:00,71,0,Inactive
03:22:00,59,0,Inactive
03:23:00,61,0,Inactive
03:24:00,57,0,Inactive
03:25:00,64,0,Inactive
03:26:00,56,0,Inactive
03:27:00,59,0,Inactive
03:28:00,57,0,Inactive
03:29:00,61,0,Inactive
03:30:00,63,0,Inactive
03:31:00,59,0,Inactive
03:32:00,62,0,Inactive
03:33:00,64,0,Inactive
03:34:00,68,0,Inactive
03:35:00,56,0,Inactive
03:36:00,60,0,Inactive
03:37:00,62,0,Inactive
03:38:00,60,0,Inactive
03:39:00,75,9,Inactive
03:40:00,63,0,Inactive
03:41:00,64,0,Inactive
03:42:00,64,0,Inactive
03:43:00,66,0,Inactive
03:44:00,64,0,Inactive
03:45:00,69,0,Inactive
03:46:00,60,0,Inactive
03:47:00,61,0,Inactive
03:48:00,61,0,Inactive
03:49:00,62,0,Inactive
03:50:00,64,0,Inactive
03:51:00,66,0,Inactive
03:52:00,64,0,Inactive
03:53:00,65,0,Inactive
03:54:00,65,0,Inactive
03:55:00,68,0,Inactive
03:56:00,66,0,Inactive
03:57:00,65,0,Inactive
03:58:00,65,0,Inactive
03:59:00,66,0,Inactive
04:00:00,66,0,Inactive
04:01:00,67,0,Inactive
04:02:00,67,0,Inactive
04:03:00,67,0,Inactive
04:04:00,67,0,Inactive
04:05:00,66,0,Inactive
04:06:00,67,0,Inactive
04:07:00,67,0,Inactive
04:08:00,68,0,Inactive
04:09:00,68,0,Inactive
04:10:00,68,0,Inactive
04:11:00,67,0,Inactive
04:12:00,68,0,Inactive
04:13:00,68,0,Inactive
04:14:00,69,0,Inactive
04:15:00,69,0,Inactive
04:16:00,69,0,Inactive
04:17:00,69,0,Inactive
04:18:00,69,0,Inactive
04:19:00,69,0,Inactive
04:20:00,70,0,Inactive
04:21:00,69,0,Inactive
04:22:00,70,0,Inactive
04:23:00,69,0,Inactive
04:24:00,69,0,Inactive
04:25:00,69,0,Inactive
04:26:00,70,0,Inactive
04:27:00,71,0,Inactive
04:28:00,69,0,Inactive
04:29:00,69,0,Inactive
04:30:00,70,0,Inactive
04:31:00,69,0,Inactive
04:32:00,76,0,Inactive
04:33:00,62,0,Inactive
04:34:00,69,0,Inactive
04:35:00,67,0,Inactive
04:36:00,63,0,Inactive
04:37:00,62,0,Inactive
04:38:00,63,0,Inactive
04:39:00,67,0,Inactive
04:40:00,60,0,Inactive
04:41:00,71,0,Inactive
04:42:00,66,0,Inactive
04:43:00,64,0,Inactive
04:44:00,63,0,Inactive
04:45:00,65,0,Inactive
04:46:00,62,0,Inactive
04:47:00,61,0,Inactive
04:48:00,62,0,Inactive
04:49:00,69,0,Inactive
04:50:00,60,0,Inactive
04:51:00,58,0,Inactive
04:52:00,63,0,Inactive
04:53:00,59,0,Inactive
04:54:00,61,0,Inactive
04:55:00,59,0,Inactive
04:56:00,65,0,Inactive
04:57:00,60,0,Inactive
04:58:00,58,0,Inactive
04:59:00,62,0,Inactive
05:00:00,58,0,Inactive
05:01:00,70,0,Inactive
05:02:00,58,0,Inactive
05:03:00,59,0,Inactive
05:04:00,59,0,Inactive
05:05:00,64,0,Inactive
05:06:00,65,0,Inactive
05:07:00,60,0,Inactive
05:08:00,67,0,Inactive
05:09:00,60,0,Inactive
05:10:00,62,0,Inactive
05:11:00,62,0,Inactive
05:12:00,62,0,Inactive
05:13:00,61,0,Inactive
05:14:00,59,0,Inactive
05:15:00,61,0,Inactive
05:16:00,60,0,Inactive
05:17:00,61,0,Inactive
05:18:00,60,0,Inactive
05:19:00,63,0,Inactive
05:20:00,63,0,Inactive
05:21:00,63,0,Inactive
05:22:00,63,0,Inactive
05:23:00,62,0,Inactive
05:24:00,61,0,Inactive
05:25:00,62,0,Inactive
05:26:00,63,0,Inactive
05:27:00,63,0,Inactive
05:28:00,63,0,Inactive
05:29:00,64,0,Inactive
05:30:00,64,0,Inactive
05:31:00,64,0,Inactive
05:32:00,63,0,Inactive
05:33:00,64,0,Inactive
05:34:00,64,0,Inactive
05:35:00,64,0,Inactive
05:36:00,64,0,Inactive
05:37:00,65,0,Inactive
05:38:00,65,0,Inactive
05:39:00,71,0,Inactive
05:40:00,74,0,Inactive
05:41:00,76,0,Inactive
05:42:00,67,0,Inactive
05:43:00,66,0,Inactive
05:44:00,65,0,Inactive
05:45:00,65,0,Inactive
05:46:00,67,0,Inactive
05:47:00,65,0,Inactive
05:48:00,68,0,Inactive
05:49:00,66,0,Inactive
05:50:00,68,0,Inactive
05:51:00,70,0,Inactive
05:52:00,58,0,Inactive
05:53:00,59,0,Inactive
05:54:00,65,0,Inactive
05:55:00,66,0,Inactive
05:56:00,63,0,Inactive
05:57:00,58,0,Inactive
05:58:00,59,0,Inactive
05:59:00,60,0,Inactive
06:00:00,56,0,Inactive
06:01:00,65,0,Inactive
06:02:00,63,0,Inactive
06:03:00,60,0,Inactive
06:04:00,60,0,Inactive
06:05:00,59,0,Inactive
06:06:00,59,0,Inactive
06:07:00,55,0,Inactive
06:08:00,68,0,Inactive
06:09:00,56,0,Inactive
06:10:00,56,0,Inactive
06:11:00,58,0,Inactive
06:12:00,64,0,Inactive
06:13:00,64,0,Inactive
06:14:00,68,0,Inactive
06:15:00,61,0,Inactive
06:16:00,62,0,Inactive
06:17:00,61,0,Inactive
06:18:00,68,0,Inactive
06:19:00,63,0,Inactive
06:20:00,65,0,Inactive
06:21:00,72,0,Inactive
06:22:00,71,0,Inactive
06:23:00,69,0,Inactive
06:24:00,68,0,Inactive
06:25:00,67,0,Inactive
06:26:00,66,0,Inactive
06:27:00,67,0,Inactive
06:28:00,68,0,Inactive
06:29:00,70,0,Inactive
06:30:00,69,0,Inactive
06:31:00,73,0,Inactive
06:32:00,59,0,Inactive
06:33:00,59,0,Inactive
06:34:00,59,0,Inactive
06:35:00,61,0,Inactive
06:36:00,59,0,Inactive
06:37:00,60,0,Inactive
06:38:00,59,0,Inactive
06:39:00,60,0,Inactive
06:40:00,75,0,Inactive
06:41:00,89,10,Inactive
06:42:00,83,0,Inactive
06:43:00,93,4,Inactive
06:44:00,94,19,Inactive
06:45:00,79,4,Inactive
06:46:00,101,26,Inactive
06:47:00,93,6,Inactive
06:48:00,97,24,Inactive
06:49:00,116,0,Inactive
06:50:00,102,4,Inactive
06:51:00,105,48,Inactive
06:52:00,104,16,Inactive
06:53:00,96,0,Inactive
06:54:00,84,5,Inactive
06:55:00,80,0,Inactive
06:56:00,83,8,Inactive
06:57:00,80,0,Inactive
06:58:00,78,0,Inactive
06:59:00,79,0,Inactive
07:00:00,77,0,Inactive
07:01:00,76,0,Inactive
07:02:00,80,0,Inactive
07:03:00,81,0,Inactive
07:04:00,77,0,Inactive
07:05:00,79,10,Inactive
07:06:00,79,8,Inactive
07:07:00,76,0,Inactive
07:08:00,79,0,Inactive
07:09:00,80,0,Inactive
07:10:00,75,0,Inactive
07:11:00,77,0,Inactive
07:12:00,78,0,Inactive
07:13:00,85,10,Inactive
07:14:00,95,18,Inactive
07:15:00,94,0,Inactive
07:16:00,96,11,Inactive
07:17:00,91,1,Inactive
07:18:00,86,8,Inactive
07:19:00,86,0,Inactive
07:20:00,83,28,Inactive
07:21:00,88,50,Inactive
07:22:00,82,0,Inactive
07:23:00,85,21,Inactive
07:24:00,80,8,Inactive
07:25:00,86,1,Inactive
07:26:00,87,0,Inactive
07:27:00,87,0,Inactive
07:28:00,90,0,Inactive
07:29:00,84,0,Inactive
07:30:00,82,0,Inactive
07:31:00,83,0,Inactive
07:32:00,87,0,Inactive
07:33:00,80,0,Inactive
07:34:00,82,0,Inactive
07:35:00,83,0,Inactive
07:36:00,83,0,Inactive
07:37:00,82,0,Inactive
07:38:00,76,7,Inactive
07:39:00,77,0,Inactive
07:40:00,87,37,Inactive
07:41:00,94,9,Inactive
07:42:00,70,0,Inactive
07:43:00,71,0,Inactive
07:44:00,72,0,Inactive
07:45:00,79,0,Inactive
07:46:00,90,27,Inactive
07:47:00,89,32,Inactive
07:48:00,96,0,Inactive
07:49:00,89,12,Inactive
07:50:00,93,48,Inactive
07:51:00,95,11,Inactive
07:52:00,81,6,Inactive
07:53:00,77,6,Inactive
07:54:00,80,11,Inactive
07:55:00,78,0,Inactive
07:56:00,78,0,Inactive
07:57:00,77,0,Inactive
07:58:00,75,0,Inactive
07:59:00,77,0,Inactive
08:00:00,77,0,Inactive
08:01:00,82,0,Inactive
08:02:00,77,0,Inactive
08:03:00,79,0,Inactive
08:04:00,79,0,Inactive
08:05:00,80,0,Inactive
08:06:00,78,0,Inactive
08:07:00,77,0,Inactive
08:08:00,76,0,Inactive
08:09:00,78,0,Inactive
08:10:00,78,0,Inactive
08:11:00,78,0,Inactive
08:12:00,79,0,Inactive
08:13:00,80,0,Inactive
08:14:00,83,7,Inactive
08:15:00,89,57,Inactive
08:16:00,96,114,Active
08:17:00,98,100,Active
08:18:00,95,98,Active
08:19:00,94,63,Inactive
08:20:00,91,0,Inactive
08:21:00,84,0,Inactive
08:22:00,91,13,Inactive
08:23:00,83,6,Inactive
08:24:00,76,0,Inactive
08:25:00,77,0,Inactive
08:26:00,85,0,Inactive
08:27:00,85,13,Inactive
08:28:00,79,0,Inactive
08:29:00,81,0,Inactive
08:30:00,87,0,Inactive
08:31:00,86,0,Inactive
08:32:00,85,0,Inactive
08:33:00,84,8,Inactive
08:34:00,74,0,Inactive
08:35:00,80,0,Inactive
08:36:00,76,0,Inactive
08:37:00,78,0,Inactive
08:38:00,84,40,Inactive
08:39:00,91,53,Inactive
08:40:00,91,66,Inactive
08:41:00,87,18,Inactive
08:42:00,73,0,Inactive
08:43:00,81,0,Inactive
08:44:00,77,0,Inactive
08:45:00,78,0,Inactive
08:46:00,78,0,Inactive
08:47:00,80,0,Inactive
08:48:00,81,0,Inactive
08:49:00,79,0,Inactive
08:50:00,83,0,Inactive
08:51:00,81,0,Inactive
08:52:00,78,0,Inactive
08:53:00,81,0,Inactive
08:54:00,85,8,Inactive
08:55:00,90,14,Inactive
08:56:00,98,54,Inactive
08:57:00,80,8,Inactive
08:58:00,79,11,Inactive
08:59:00,84,6,Inactive
09:00:00,84,11,Inactive
09:01:00,73,0,Inactive
09:02:00,77,6,Inactive
09:03:00,78,9,Inactive
09:04:00,76,0,Inactive
09:05:00,73,15,Inactive
09:06:00,81,9,Inactive
09:07:00,86,0,Inactive
09:08:00,82,11,Inactive
09:09:00,78,0,Inactive
09:10:00,79,0,Inactive
09:11:00,85,0,Inactive
09:12:00,85,0,Inactive
09:13:00,84,0,Inactive
09:14:00,83,0,Inactive
09:15:00,84,0,Inactive
09:16:00,80,0,Inactive
09:17:00,80,9,Inactive
09:18:00,82,11,Inactive
09:19:00,78,0,Inactive
09:20:00,78,0,Inactive
09:21:00,88,14,Inactive
09:22:00,74,0,Inactive
09:23:00,71,0,Inactive
09:24:00,74,0,Inactive
09:25:00,78,8,Inactive
09:26:00,80,0,Inactive
09:27:00,83,0,Inactive
09:28:00,82,0,Inactive
09:29:00,81,0,Inactive
09:30:00,89,39,Inactive
09:31:00,91,19,Inactive
09:32:00,78,15,Inactive
09:33:00,76,20,Inactive
09:34:00,80,16,Inactive
09:35:00,78,0,Inactive
09:36:00,81,0,Inactive
09:37:00,76,0,Inactive
09:38:00,75,0,Inactive
09:39:00,75,0,Inactive
09:40:00,78,0,Inactive
09:41:00,77,0,Inactive
09:42:00,79,0,Inactive
09:43:00,77,8,Inactive
09:44:00,75,6,Inactive
09:45:00,77,8,Inactive
09:46:00,77,0,Inactive
09:47:00,78,0,Inactive
09:48:00,75,0,Inactive
09:49:00,77,0,Inactive
09:50:00,79,0,Inactive
09:51:00,74,0,Inactive
09:52:00,81,0,Inactive
09:53:00,76,0,Inactive
09:54:00,75,0,Inactive
09:55:00,75,0,Inactive
09:56:00,80,24,Inactive
09:57:00,68,0,Inactive
09:58:00,71,0,Inactive
09:59:00,67,0,Inactive
10:00:00,69,0,Inactive
10:01:00,70,0,Inactive
10:02:00,73,0,Inactive
10:03:00,74,0,Inactive
10:04:00,70,0,Inactive
10:05:00,75,4,Inactive
10:06:00,77,0,Inactive
10:07:00,86,31,Inactive
10:08:00,78,7,Inactive
10:09:00,90,26,Inactive
10:10:00,84,6,Inactive
10:11:00,81,16,Inactive
10:12:00,82,0,Inactive
10:13:00,84,0,Inactive
10:14:00,85,16,Inactive
10:15:00,84,13,Inactive
10:16:00,77,7,Inactive
10:17:00,78,0,Inactive
10:18:00,72,0,Inactive
10:19:00,68,0,Inactive
10:20:00,77,0,Inactive
10:21:00,67,0,Inactive
10:22:00,66,0,Inactive
10:23:00,69,0,Inactive
10:24:00,67,0,Inactive
10:25:00,68,0,Inactive
10:26:00,71,0,Inactive
10:27:00,68,0,Inactive
10:28:00,69,0,Inactive
10:29:00,70,0,Inactive
10:30:00,69,0,Inactive
10:31:00,73,0,Inactive
10:32:00,68,0,Inactive
10:33:00,71,0,Inactive
10:34:00,79,9,Inactive
10:35:00,68,0,Inactive
10:36:00,69,0,Inactive
10:37:00,70,0,Inactive
10:38:00,68,0,Inactive
10:39:00,69,0,Inactive
10:40:00,70,0,Inactive
10:41:00,79,7,Inactive
10:42:00,71,0,Inactive
10:43:00,65,0,Inactive
10:44:00,65,0,Inactive
10:45:00,70,0,Inactive
10:46:00,67,0,Inactive
10:47:00,66,0,Inactive
10:48:00,66,0,Inactive
10:49:00,60,0,Inactive
10:50:00,62,0,Inactive
10:51:00,68,0,Inactive
10:52:00,60,0,Inactive
10:53:00,61,0,Inactive
10:54:00,62,0,Inactive
10:55:00,62,0,Inactive
10:56:00,68,0,Inactive
